URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCES,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,4,4,0.0,0.010884353726687954,43.5,0.227330779054917,17.490932311621968,43.5,178,783,1.7381864623243934,18,4.791826309067688
https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,7,6,0.07692307100591762,0.02066772651722142,34.3,0.2653061224489796,13.82612244897959,34.3,182,686,1.8177842565597668,13,5.0
https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,30,16,0.3043478194706996,0.025386313451773557,49.53846153846154,0.2748447204968944,19.925322503583374,49.53846153846154,531,1932,1.8317805383022774,59,5.100414078674948
https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,5,1,0.6666665555555741,0.01366742593697625,33.57142857142857,0.2765957446808511,13.53920972644377,33.57142857142857,130,470,1.8595744680851063,4,4.9787234042553195
https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,15,13,0.07142856887755111,0.022580645143080124,28.625,0.23944687045123728,11.545778748180496,28.625,329,1374,1.7059679767103348,49,4.612809315866085
https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,16,12,0.14285713775510223,0.024518388770124,33.4054054054054,0.30097087378640774,13.482550511676724,33.4054054054054,372,1236,1.8389967637540454,28,5.001618122977346
https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,17,24,-0.1707317031528853,0.029753265580730576,30.0,0.2733333333333333,12.109333333333334,30.0,410,1500,1.7966666666666666,67,5.166
https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,40,11,0.5686274398308345,0.02828618966817183,40.854166666666664,0.28403875573686893,16.455282168961414,40.854166666666664,557,1961,1.8505864354920958,22,5.005609382967873
https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,39,11,0.5599999888000002,0.03154574130501846,32.407407407407405,0.2537142857142857,13.064448677248677,32.407407407407405,444,1750,1.8337142857142856,25,4.976
https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,8,16,-0.333333319444445,0.039800994958870656,25.03846153846154,0.22734254992319508,10.106321635353893,25.03846153846154,148,651,1.6543778801843319,27,4.61136712749616
https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,8,1,0.7777776913580343,0.01386748842239216,31.17391304347826,0.2524407252440725,12.570541507488933,31.17391304347826,181,717,1.8437935843793585,19,4.871687587168759
https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,19,37,-0.32142856568877565,0.039688164394267776,27.821428571428573,0.21437740693196405,11.214322391344215,27.821428571428573,334,1558,1.6662387676508343,30,4.641848523748395
https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,15,13,0.07142856887755111,0.023748939759330838,26.395833333333332,0.23125493291239146,10.65083530649829,26.395833333333332,293,1267,1.7119179163378058,12,4.674822415153907
https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,12,5,0.4117646816609011,0.02977232919479452,27.47826086956522,0.25,11.091304347826089,27.47826086956522,158,632,1.8132911392405062,7,4.871835443037975
https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,12,35,-0.4893616917157087,0.03316866617278146,19.94871794871795,0.21401028277634962,8.06509129259772,19.94871794871795,333,1556,1.6574550128534704,21,4.598329048843188
https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,12,4,0.4999999687500019,0.016632016614727633,39.61538461538461,0.20776699029126214,15.92926064227035,39.61538461538461,214,1030,1.620388349514563,27,4.62621359223301
https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,22,18,0.09999999750000006,0.022172948989926302,37.0377358490566,0.3092205807437596,14.938782571920147,37.0377358490566,607,1963,1.9062659195109526,39,5.288843606724401
https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,25,30,-0.09090908925619838,0.03811503808862436,23.852941176470587,0.19852034525277434,9.620584608689345,23.852941176470587,322,1622,1.561652281134402,37,4.355733662145499
https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,26,36,-0.16129031997918838,0.03625730992031736,27.970149253731343,0.2849519743863394,11.302040491247073,27.970149253731343,534,1874,1.8527214514407684,31,5.025080042689434
https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,29,18,0.23404254821186068,0.028658536567891135,22.94871794871795,0.20670391061452514,9.26216874373299,22.94871794871795,370,1790,1.6184357541899441,74,4.532402234636871
https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,27,22,0.10204081424406503,0.027282850764319123,28.75,0.21534526854219949,11.58613810741688,28.75,421,1955,1.6639386189258312,36,4.6695652173913045
https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,26,18,0.18181817768595052,0.03315749809106443,30.479166666666668,0.21941216678058784,12.279431533378904,30.479166666666668,321,1463,1.656185919343814,17,4.585099111414901
https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,10,4,0.42857139795918586,0.018641810893952317,20.317073170731707,0.21728691476590636,8.213744034199046,20.317073170731707,181,833,1.6458583433373348,14,4.608643457382954
https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,45,24,0.3043478216761185,0.04443013519354144,30.963636363636365,0.22372284204345272,12.474943682271928,30.963636363636365,381,1703,1.6799765120375807,12,4.58191426893717
https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,11,6,0.2941176297577865,0.02294197027943054,27.75862068965517,0.19875776397515527,11.182951381452131,27.75862068965517,160,805,1.6024844720496894,11,4.46832298136646
https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,19,30,-0.22448979133694305,0.02233363718216334,35.044117647058826,0.2224087284934956,14.10661055022093,35.044117647058826,530,2383,1.6747796894670584,87,4.570709190096517
https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,16,36,-0.3846153772189351,0.025316455683877092,26.908045977011493,0.21956428876548484,10.851044106310793,26.908045977011493,514,2341,1.618966253737719,32,4.513882956001709
https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,17,19,-0.05555555401234573,0.030638297846265275,31.65,0.292259083728278,12.776903633491312,31.65,370,1266,1.9502369668246446,15,5.2788309636650865
https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,14,18,-0.12499999609375013,0.025196850373860744,21.796875,0.22365591397849463,8.808212365591398,21.796875,312,1395,1.625089605734767,38,4.566308243727598
https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,18,15,0.09090908815427007,0.019434628963819416,53.90909090909091,0.21585160202360876,21.64997700444581,53.90909090909091,384,1779,1.715008431703204,55,4.744800449690837
https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,28,12,0.39999999000000025,0.024169184275426473,34.44230769230769,0.23897264098269122,13.872512133316153,34.44230769230769,428,1791,1.725851479620324,63,4.806253489670575
https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,11,2,0.6923076390532585,0.025793650742472914,32.588235294117645,0.2779783393501805,13.146485453387129,32.588235294117645,154,554,1.864620938628159,11,5.064981949458484
https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,37,28,0.138461536331361,0.03481521155071494,270.14285714285717,0.2168164992067689,108.14386945682557,270.14285714285717,410,1891,1.7102062400846114,32,4.607086197778953
https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,9,0,0.9999998888889013,0.009698275851618237,30.87878787878788,0.2787046123650638,12.462996996461179,30.87878787878788,284,1019,1.8370951913640825,11,4.990186457311089
https://insights.blackcoffer.com/evolution-of-advertising-industry/,6,3,0.33333329629630043,0.012765957428700769,37.0,0.2908622908622909,14.916344916344919,37.0,226,777,1.8687258687258688,4,5.229086229086229
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2,3,-0.199999960000008,0.016447368366949447,326.0,0.2822085889570552,130.51288343558284,326.0,92,326,1.8711656441717792,6,5.340490797546012
https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,13,32,-0.4222222128395064,0.04310344823457524,25.488888888888887,0.23016564952048824,10.28762181536375,25.488888888888887,264,1147,1.7122929380993896,30,4.7227550130775935
https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,5,37,-0.7619047437641728,0.03034682078732166,35.73809523809524,0.24250499666888742,14.39224009390565,35.73809523809524,364,1501,1.759493670886076,10,4.7894736842105265
https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,6,9,-0.19999998666666757,0.020718232015582552,34.34782608695652,0.21012658227848102,13.823181067694003,34.34782608695652,166,790,1.6215189873417721,22,4.648101265822785
https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,34,39,-0.06849314974666919,0.03739754096444798,24.431818181818183,0.20046511627906977,9.852913319238901,24.431818181818183,431,2150,1.6381395348837209,35,4.486511627906976
https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,16,1,0.8823528892733594,0.025757575718549128,25.928571428571427,0.2630853994490358,10.476662731208187,25.928571428571427,191,726,1.741046831955923,11,4.87465564738292
https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,0,0.9999997500000625,0.010443864202496439,31.846153846153847,0.20772946859903382,12.821553325901153,31.846153846153847,86,414,1.7318840579710144,3,4.647342995169082
https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,8,8,0.0,0.014022787016632086,47.23076923076923,0.2288273615635179,18.9838386369331,47.23076923076923,281,1228,1.6465798045602607,27,4.625407166123779
https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,7,5,0.16666665277777895,0.01948051944889526,51.07692307692308,0.27259036144578314,20.539805375347548,51.07692307692308,181,664,1.8885542168674698,16,5.201807228915663
https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,13,6,0.36842103324099823,0.04884318753510749,18.695652173913043,0.2186046511627907,7.565702730030335,18.695652173913043,94,430,1.7674418604651163,6,4.755813953488372
https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2,0,0.99999950000025,0.012345678936137784,19.77777777777778,0.24719101123595505,8.009987515605493,19.77777777777778,44,178,1.7415730337078652,7,5.03932584269663
https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,14,10,0.1666666597222225,0.02820211512549693,17.236363636363638,0.16350210970464135,6.959946298427312,17.236363636363638,155,948,1.5263713080168777,11,4.1645569620253164
https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4,0,0.9999997500000625,0.022471909986112867,32.5,0.20512820512820512,13.082051282051282,32.5,40,195,1.676923076923077,4,4.507692307692308
https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,16,18,-0.05882352768166096,0.029386343967686822,35.083333333333336,0.31274742676167855,14.158432304038008,35.083333333333336,395,1263,1.9635787806809184,20,5.315122723673793
https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,3,14,-0.6470587854671302,0.031307550586910586,31.105263157894736,0.24027072758037224,12.538213554190044,31.105263157894736,142,591,1.6514382402707275,10,4.6514382402707275
https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,14,19,-0.15151514692378343,0.030783582060836208,24.361702127659573,0.2017467248908297,9.825379541020162,24.361702127659573,231,1145,1.6602620087336244,11,4.558951965065503
https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,18,34,-0.30769230177514806,0.02969731580257149,38.44,0.2570239334027055,15.478809573361083,38.44,494,1922,1.8069719042663892,16,4.927679500520291
https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,19,16,0.0857142832653062,0.019920318713761914,41.37777777777778,0.18904403866809882,16.626728726578353,41.37777777777778,352,1862,1.6616541353383458,13,4.546186895810956
https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,10,16,-0.23076922189349144,0.017675050973708327,23.571428571428573,0.19393939393939394,9.506147186147187,23.571428571428573,320,1650,1.5787878787878789,15,4.3969696969696965
https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,11,4,0.46666663555555765,0.016910935719378878,18.37735849056604,0.1919917864476386,7.427740110805471,18.37735849056604,187,974,1.5328542094455853,10,4.2587268993839835
https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,22,6,0.5714285510204089,0.018906144484195715,25.951612903225808,0.1783716594157862,10.451993825056638,25.951612903225808,287,1609,1.4841516469857055,14,4.114978247358608
https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,10,4,0.42857139795918586,0.02898550718636541,37.357142857142854,0.2179732313575526,15.030046435400164,37.357142857142854,114,523,1.6596558317399617,3,4.2963671128107075
https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,26,14,0.2999999925000002,0.024706609002651876,41.785714285714285,0.2564102564102564,16.816849816849818,41.785714285714285,450,1755,1.7401709401709402,56,4.785754985754986
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,10,46,-0.6428571313775513,0.055172413738746394,17.523076923076925,0.19666374012291485,7.087896265279936,17.523076923076925,224,1139,1.601404741000878,17,4.2783143107989465
https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,31,15,0.34782607939508525,0.04017467245399592,21.982456140350877,0.14604948124501196,8.851402248638356,21.982456140350877,183,1253,1.493216280925778,10,4.197126895450918
https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,8,40,-0.6666666527777781,0.03921568624247084,41.193548387096776,0.1793265465935787,16.549149973476144,41.193548387096776,229,1277,1.5833985904463586,30,4.718872357086923
https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,14,11,0.11999999520000018,0.016914749650260654,35.22222222222222,0.2391167192429022,14.18453557658605,35.22222222222222,379,1585,1.7501577287066246,18,4.851735015772871
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,10,53,-0.6825396717057195,0.059154929521920245,17.82089552238806,0.20435510887772193,7.2101002525063125,17.82089552238806,244,1194,1.61892797319933,17,4.323283082077052
https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,28,27,0.018181817851239675,0.03397158737864633,38.08888888888889,0.19369894982497082,15.313035135485544,38.08888888888889,332,1714,1.5985997666277714,23,4.51166861143524
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,5,8,-0.23076921301775286,0.016581632631911182,39.95238095238095,0.2061978545887962,16.063431522787898,39.95238095238095,173,839,1.7175208581644816,11,4.817640047675805
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,4,23,-0.7037036776406045,0.022203947350161225,45.172413793103445,0.23206106870229007,18.161789944722297,45.172413793103445,304,1310,1.7732824427480915,17,5.0
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,8,37,-0.6444444301234571,0.025802752278782825,39.851063829787236,0.23651895355045383,16.035033113335075,39.851063829787236,443,1873,1.7271756540309664,22,4.757074212493326
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,3,89,-0.9347825985349718,0.02663578458985646,23.746913580246915,0.1731219131791006,9.568014197370408,23.746913580246915,666,3847,1.4385235248245385,66,4.507928255783727
https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,7,28,-0.5999999828571434,0.019762845838643225,31.065573770491802,0.22005277044854882,12.514250616376142,31.065573770491802,417,1895,1.733509234828496,27,4.754089709762533
https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,13,39,-0.49999999038461557,0.0337881741170967,34.645833333333336,0.2994588093806374,13.97811685708559,34.645833333333336,498,1663,1.8634996993385449,25,5.098616957306073
https://insights.blackcoffer.com/human-rights-outlook/,1,1,0.0,0.012345678936137784,44.25,0.2033898305084746,17.781355932203393,44.25,36,177,1.6723163841807909,2,4.570621468926554
https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,10,1,0.8181817438016598,0.010731707306603212,30.62162162162162,0.20388349514563106,12.330202046706901,30.62162162162162,231,1133,1.5542806707855252,8,4.320388349514563
https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,24,28,-0.07692307544378701,0.02827623706999661,19.25,0.2022977022977023,7.780919080919081,19.25,405,2002,1.6753246753246753,22,4.585914085914086
https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,15,14,0.034482757431629055,0.015951595150741696,27.48611111111111,0.235977766548762,11.08883555106395,27.48611111111111,467,1979,1.659423951490652,24,4.6301162203132895
https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,5,19,-0.5833333090277788,0.022367194760142407,32.5,0.21794871794871795,13.087179487179487,32.5,255,1170,1.6888888888888889,17,4.682905982905983
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,2,44,-0.9130434584120988,0.025288620107043087,44.29545454545455,0.2314007183170857,17.810742105508652,44.29545454545455,451,1949,1.689584402257568,46,4.959466393022063
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,3,25,-0.7857142576530622,0.028806584332503514,30.485714285714284,0.21743205248359887,12.281258535279154,30.485714285714284,232,1067,1.6813495782567947,11,4.677600749765698
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,11,37,-0.5416666553819447,0.039344262262832566,19.676470588235293,0.2085201793721973,7.953996307042996,19.676470588235293,279,1338,1.6733931240657698,13,4.457399103139013
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,14,24,-0.26315788781163457,0.03463992704226077,38.666666666666664,0.2336206896551724,15.560114942528736,38.666666666666664,271,1160,1.7508620689655172,16,4.7732758620689655
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,5,30,-0.7142856938775517,0.027667984167851392,50.2962962962963,0.25184094256259204,20.219254895543557,50.2962962962963,342,1358,1.7393225331369662,54,5.06480117820324
https://insights.blackcoffer.com/travel-and-tourism-outlook/,1,1,0.0,0.010752688114232859,33.833333333333336,0.17733990147783252,13.604269293924467,33.833333333333336,36,203,1.541871921182266,2,4.310344827586207
https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,17,28,-0.2444444390123458,0.039682539647546256,23.980392156862745,0.18315617334423548,9.665419332082793,23.980392156862745,224,1223,1.5813573180703189,15,4.435813573180703
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5,20,-0.599999976000001,0.0394944707116991,41.11764705882353,0.20028612303290416,16.527173272742573,41.11764705882353,140,699,1.580829756795422,15,4.652360515021459
